BBA,algae,coszen,dust,rds,rho,soot
0.7970908235312565,250000,0.3,1000,300,300,100
0.7970908235312565,250000,0.3,1000,300,300,1000
0.7970908235312565,250000,0.3,1000,300,300,5000
0.7970908235312565,500000,0.3,1000,300,300,0
0.7970908235312565,500000,0.3,1000,300,300,100
0.7970908235312565,500000,0.3,1000,300,300,1000
0.7970908235312565,500000,0.3,1000,300,300,5000
0.7970908235312565,1000000,0.3,1000,300,300,0
0.7970908235312565,1000000,0.3,1000,300,300,100
0.7970908235312565,1000000,0.3,1000,300,300,1000
0.7970908235312565,1000000,0.3,1000,300,300,5000
0.7970908235312565,0,0.3,100000,300,300,0
0.7970908235312565,0,0.3,100000,300,300,100
0.7970908235312565,0,0.3,100000,300,300,1000
0.7970908235312565,0,0.3,100000,300,300,5000
0.7970908235312565,1000,0.3,100000,300,300,0
0.7970908235312565,1000,0.3,100000,300,300,100
0.7970908235312565,1000,0.3,100000,300,300,1000
0.7970908235312565,1000,0.3,100000,300,300,5000
0.7970908235312565,100000,0.3,100000,300,300,0
0.7970908235312565,100000,0.3,100000,300,300,100
0.7970908235312565,100000,0.3,100000,300,300,1000
0.7970908235312565,100000,0.3,100000,300,300,5000
0.7970908235312565,250000,0.3,100000,300,300,0
0.7970908235312565,250000,0.3,100000,300,300,100
0.7970908235312565,250000,0.3,100000,300,300,1000
0.7970908235312565,250000,0.3,100000,300,300,5000
0.7970908235312565,500000,0.3,100000,300,300,0
0.7970908235312565,500000,0.3,100000,300,300,100
0.7970908235312565,500000,0.3,100000,300,300,1000
0.7970908235312565,500000,0.3,100000,300,300,5000
0.7970908235312565,1000000,0.3,100000,300,300,0
0.7970908235312565,1000000,0.3,100000,300,300,100
0.7970908235312565,1000000,0.3,100000,300,300,1000
0.7970908235312565,1000000,0.3,100000,300,300,5000
0.7970908235312565,0,0.3,250000,300,300,0
0.7970908235312565,0,0.3,250000,300,300,100
0.7970908235312565,0,0.3,250000,300,300,1000
0.7970908235312565,0,0.3,250000,300,300,5000
0.7970908235312565,1000,0.3,250000,300,300,0
0.7970908235312565,1000,0.3,250000,300,300,100
0.7970908235312565,1000,0.3,250000,300,300,1000
0.7970908235312565,1000,0.3,250000,300,300,5000
0.7970908235312565,100000,0.3,250000,300,300,0
0.7970908235312565,100000,0.3,250000,300,300,100
0.7970908235312565,100000,0.3,250000,300,300,1000
0.7970908235312565,100000,0.3,250000,300,300,5000
0.7970908235312565,250000,0.3,250000,300,300,0
0.7970908235312565,250000,0.3,250000,300,300,100
0.7970908235312565,250000,0.3,250000,300,300,1000
0.7970908235312565,250000,0.3,250000,300,300,5000
0.7970908235312565,500000,0.3,250000,300,300,0
0.7970908235312565,500000,0.3,250000,300,300,100
0.7970908235312565,500000,0.3,250000,300,300,1000
0.7970908235312565,500000,0.3,250000,300,300,5000
0.7970908235312565,1000000,0.3,250000,300,300,0
0.7970908235312565,1000000,0.3,250000,300,300,100
0.7970908235312565,1000000,0.3,250000,300,300,1000
0.7970908235312565,1000000,0.3,250000,300,300,5000
0.7970908235312565,0,0.3,500000,300,300,0
0.7970908235312565,0,0.3,500000,300,300,100
0.7970908235312565,0,0.3,500000,300,300,1000
0.7970908235312565,0,0.3,500000,300,300,5000
0.7970908235312565,1000,0.3,500000,300,300,0
0.7970908235312565,1000,0.3,500000,300,300,100
0.7970908235312565,1000,0.3,500000,300,300,1000
0.7970908235312565,1000,0.3,500000,300,300,5000
0.7970908235312565,100000,0.3,500000,300,300,0
0.7970908235312565,100000,0.3,500000,300,300,100
0.7970908235312565,100000,0.3,500000,300,300,1000
0.7970908235312565,100000,0.3,500000,300,300,5000
0.7970908235312565,250000,0.3,500000,300,300,0
0.7970908235312565,250000,0.3,500000,300,300,100
0.7970908235312565,250000,0.3,500000,300,300,1000
0.7970908235312565,250000,0.3,500000,300,300,5000
0.7970908235312565,500000,0.3,500000,300,300,0
0.7970908235312565,500000,0.3,500000,300,300,100
0.7970908235312565,500000,0.3,500000,300,300,1000
0.7970908235312565,500000,0.3,500000,300,300,5000
0.7970908235312565,1000000,0.3,500000,300,300,0
0.7970908235312565,1000000,0.3,500000,300,300,100
0.7970908235312565,1000000,0.3,500000,300,300,1000
0.7970908235312565,1000000,0.3,500000,300,300,5000
0.7970908235312565,0,0.3,1000000,300,300,0
0.7970908235312565,0,0.3,1000000,300,300,100
0.7970908235312565,0,0.3,1000000,300,300,1000
0.7970908235312565,0,0.3,1000000,300,300,5000
0.7970908235312565,1000,0.3,1000000,300,300,0
0.7970908235312565,1000,0.3,1000000,300,300,100
0.7970908235312565,1000,0.3,1000000,300,300,1000
0.7970908235312565,1000,0.3,1000000,300,300,5000
0.7970908235312565,100000,0.3,1000000,300,300,0
0.7970908235312565,100000,0.3,1000000,300,300,100
0.7970908235312565,100000,0.3,1000000,300,300,1000
0.7970908235312565,100000,0.3,1000000,300,300,5000
0.7970908235312565,250000,0.3,1000000,300,300,0
0.7970908235312565,250000,0.3,1000000,300,300,100
0.7970908235312565,250000,0.3,1000000,300,300,1000
0.7970908235312565,250000,0.3,1000000,300,300,5000
0.7970908235312565,500000,0.3,1000000,300,300,0
0.7970908235312565,500000,0.3,1000000,300,300,100
0.7970908235312565,500000,0.3,1000000,300,300,1000
0.7970908235312565,500000,0.3,1000000,300,300,5000
0.7970908235312565,1000000,0.3,1000000,300,300,0
0.7970908235312565,1000000,0.3,1000000,300,300,100
0.7970908235312565,1000000,0.3,1000000,300,300,1000
0.7970908235312565,1000000,0.3,1000000,300,300,5000
0.7740035751809837,0,0.5,0,300,300,0
0.7740035751809837,0,0.5,0,300,300,100
0.7740035751809837,0,0.5,0,300,300,1000
0.7740035751809837,0,0.5,0,300,300,5000
0.7740035751809837,1000,0.5,0,300,300,0
0.7740035751809837,1000,0.5,0,300,300,100
0.7740035751809837,1000,0.5,0,300,300,1000
0.7740035751809837,1000,0.5,0,300,300,5000
0.7740035751809837,100000,0.5,0,300,300,0
0.7740035751809837,100000,0.5,0,300,300,100
0.7740035751809837,100000,0.5,0,300,300,1000
0.7740035751809837,100000,0.5,0,300,300,5000
0.7740035751809837,250000,0.5,0,300,300,0
0.7740035751809837,250000,0.5,0,300,300,100
0.7740035751809837,250000,0.5,0,300,300,1000
0.7740035751809837,250000,0.5,0,300,300,5000
0.7740035751809837,500000,0.5,0,300,300,0
0.7740035751809837,500000,0.5,0,300,300,100
0.7740035751809837,500000,0.5,0,300,300,1000
0.7740035751809837,500000,0.5,0,300,300,5000
0.7740035751809837,1000000,0.5,0,300,300,0
0.7740035751809837,1000000,0.5,0,300,300,100
0.7740035751809837,1000000,0.5,0,300,300,1000
0.7740035751809837,1000000,0.5,0,300,300,5000
0.7740035751809837,0,0.5,1000,300,300,0
0.7740035751809837,0,0.5,1000,300,300,100
0.7740035751809837,0,0.5,1000,300,300,1000
0.7740035751809837,0,0.5,1000,300,300,5000
0.7740035751809837,1000,0.5,1000,300,300,0
0.7740035751809837,1000,0.5,1000,300,300,100
0.7740035751809837,1000,0.5,1000,300,300,1000
0.7740035751809837,1000,0.5,1000,300,300,5000
0.7740035751809837,100000,0.5,1000,300,300,0
0.7740035751809837,100000,0.5,1000,300,300,100
0.7740035751809837,100000,0.5,1000,300,300,1000
0.7740035751809837,100000,0.5,1000,300,300,5000
0.7740035751809837,250000,0.5,1000,300,300,0
0.7740035751809837,250000,0.5,1000,300,300,100
0.7740035751809837,250000,0.5,1000,300,300,1000
0.7740035751809837,250000,0.5,1000,300,300,5000
0.7740035751809837,500000,0.5,1000,300,300,0
0.7740035751809837,500000,0.5,1000,300,300,100
0.7740035751809837,500000,0.5,1000,300,300,1000
0.7740035751809837,500000,0.5,1000,300,300,5000
0.7740035751809837,1000000,0.5,1000,300,300,0
0.7740035751809837,1000000,0.5,1000,300,300,100
0.7740035751809837,1000000,0.5,1000,300,300,1000
0.7740035751809837,1000000,0.5,1000,300,300,5000
0.7740035751809837,0,0.5,100000,300,300,0
0.7740035751809837,0,0.5,100000,300,300,100
0.7740035751809837,0,0.5,100000,300,300,1000
0.7740035751809837,0,0.5,100000,300,300,5000
0.7740035751809837,1000,0.5,100000,300,300,0
0.7740035751809837,1000,0.5,100000,300,300,100
0.7740035751809837,1000,0.5,100000,300,300,1000
0.7740035751809837,1000,0.5,100000,300,300,5000
0.7740035751809837,100000,0.5,100000,300,300,0
0.7740035751809837,100000,0.5,100000,300,300,100
0.7740035751809837,100000,0.5,100000,300,300,1000
0.7740035751809837,100000,0.5,100000,300,300,5000
0.7740035751809837,250000,0.5,100000,300,300,0
0.7740035751809837,250000,0.5,100000,300,300,100
0.7740035751809837,250000,0.5,100000,300,300,1000
0.7740035751809837,250000,0.5,100000,300,300,5000
0.7740035751809837,500000,0.5,100000,300,300,0
0.7740035751809837,500000,0.5,100000,300,300,100
0.7740035751809837,500000,0.5,100000,300,300,1000
0.7740035751809837,500000,0.5,100000,300,300,5000
0.7740035751809837,1000000,0.5,100000,300,300,0
0.7740035751809837,1000000,0.5,100000,300,300,100
0.7740035751809837,1000000,0.5,100000,300,300,1000
0.7740035751809837,1000000,0.5,100000,300,300,5000
0.7740035751809837,0,0.5,250000,300,300,0
0.7740035751809837,0,0.5,250000,300,300,100
0.7740035751809837,0,0.5,250000,300,300,1000
0.7740035751809837,0,0.5,250000,300,300,5000
0.7740035751809837,1000,0.5,250000,300,300,0
0.7740035751809837,1000,0.5,250000,300,300,100
0.7740035751809837,1000,0.5,250000,300,300,1000
0.7740035751809837,1000,0.5,250000,300,300,5000
0.7740035751809837,100000,0.5,250000,300,300,0
0.7740035751809837,100000,0.5,250000,300,300,100
0.7740035751809837,100000,0.5,250000,300,300,1000
0.7740035751809837,100000,0.5,250000,300,300,5000
0.7740035751809837,250000,0.5,250000,300,300,0
0.7740035751809837,250000,0.5,250000,300,300,100
0.7740035751809837,250000,0.5,250000,300,300,1000
0.7740035751809837,250000,0.5,250000,300,300,5000
0.7740035751809837,500000,0.5,250000,300,300,0
0.7740035751809837,500000,0.5,250000,300,300,100
0.7740035751809837,500000,0.5,250000,300,300,1000
0.7740035751809837,500000,0.5,250000,300,300,5000
0.7740035751809837,1000000,0.5,250000,300,300,0
0.7740035751809837,1000000,0.5,250000,300,300,100
0.7740035751809837,1000000,0.5,250000,300,300,1000
0.7740035751809837,1000000,0.5,250000,300,300,5000
0.7740035751809837,0,0.5,500000,300,300,0
0.7740035751809837,0,0.5,500000,300,300,100
0.7740035751809837,0,0.5,500000,300,300,1000
0.7740035751809837,0,0.5,500000,300,300,5000
0.7740035751809837,1000,0.5,500000,300,300,0
0.7740035751809837,1000,0.5,500000,300,300,100
0.7740035751809837,1000,0.5,500000,300,300,1000
0.7740035751809837,1000,0.5,500000,300,300,5000
0.7740035751809837,100000,0.5,500000,300,300,0
0.7740035751809837,100000,0.5,500000,300,300,100
0.7740035751809837,100000,0.5,500000,300,300,1000
0.7740035751809837,100000,0.5,500000,300,300,5000
0.7740035751809837,250000,0.5,500000,300,300,0
0.7740035751809837,250000,0.5,500000,300,300,100
0.7740035751809837,250000,0.5,500000,300,300,1000
0.7740035751809837,250000,0.5,500000,300,300,5000
0.7740035751809837,500000,0.5,500000,300,300,0
0.7740035751809837,500000,0.5,500000,300,300,100
0.7740035751809837,500000,0.5,500000,300,300,1000
0.7740035751809837,500000,0.5,500000,300,300,5000
0.7740035751809837,1000000,0.5,500000,300,300,0
0.7740035751809837,1000000,0.5,500000,300,300,100
0.7740035751809837,1000000,0.5,500000,300,300,1000
0.7740035751809837,1000000,0.5,500000,300,300,5000
