coszen,rho,rds,dust,algae,BBA
0.35,700,1500,15000000,20000000,0.1927588627
0.35,700,1500,20000000,0,0.3463288089
0.35,700,1500,20000000,10000,0.3452155844
0.35,700,1500,20000000,50000,0.3409367027
0.35,700,1500,20000000,100000,0.3359468718
0.35,700,1500,20000000,1000000,0.2830175053
0.35,700,1500,20000000,15000000,0.192479067
0.35,700,1500,20000000,20000000,0.1871274673
0.35,800,200,0,0,0.8065702806
0.35,800,200,0,10000,0.8065702805
0.35,800,200,0,50000,0.8065702802
0.35,800,200,0,100000,0.8065702799
0.35,800,200,0,1000000,0.8065702737
0.35,800,200,0,15000000,0.8065701782
0.35,800,200,0,20000000,0.8065701441
0.35,800,200,10000,0,0.8065702805
0.35,800,200,10000,10000,0.8065702805
0.35,800,200,10000,50000,0.8065702802
0.35,800,200,10000,100000,0.8065702799
0.35,800,200,10000,1000000,0.8065702737
0.35,800,200,10000,15000000,0.8065701782
0.35,800,200,10000,20000000,0.8065701441
0.35,800,200,50000,0,0.8065702805
0.35,800,200,50000,10000,0.8065702805
0.35,800,200,50000,50000,0.8065702802
0.35,800,200,50000,100000,0.8065702799
0.35,800,200,50000,1000000,0.8065702737
0.35,800,200,50000,15000000,0.8065701782
0.35,800,200,50000,20000000,0.8065701441
0.35,800,200,100000,0,0.8065702805
0.35,800,200,100000,10000,0.8065702805
0.35,800,200,100000,50000,0.8065702802
0.35,800,200,100000,100000,0.8065702798
0.35,800,200,100000,1000000,0.8065702737
0.35,800,200,100000,15000000,0.8065701782
0.35,800,200,100000,20000000,0.806570144
0.35,800,200,1000000,0,0.8065702804
0.35,800,200,1000000,10000,0.8065702803
0.35,800,200,1000000,50000,0.80657028
0.35,800,200,1000000,100000,0.8065702797
0.35,800,200,1000000,1000000,0.8065702735
0.35,800,200,1000000,15000000,0.806570178
0.35,800,200,1000000,20000000,0.8065701439
0.35,800,200,15000000,0,0.8065702777
0.35,800,200,15000000,10000,0.8065702776
0.35,800,200,15000000,50000,0.8065702773
0.35,800,200,15000000,100000,0.806570277
0.35,800,200,15000000,1000000,0.8065702708
0.35,800,200,15000000,15000000,0.8065701753
0.35,800,200,15000000,20000000,0.8065701412
0.35,800,200,20000000,0,0.8065702767
0.35,800,200,20000000,10000,0.8065702766
0.35,800,200,20000000,50000,0.8065702763
0.35,800,200,20000000,100000,0.806570276
0.35,800,200,20000000,1000000,0.8065702699
0.35,800,200,20000000,15000000,0.8065701743
0.35,800,200,20000000,20000000,0.8065701402
0.35,800,300,0,0,0.7883937664
0.35,800,300,0,10000,0.7883937664
0.35,800,300,0,50000,0.7883937663
0.35,800,300,0,100000,0.7883937662
0.35,800,300,0,1000000,0.7883937647
0.35,800,300,0,15000000,0.7883937416
0.35,800,300,0,20000000,0.7883937333
0.35,800,300,10000,0,0.7883937664
0.35,800,300,10000,10000,0.7883937664
0.35,800,300,10000,50000,0.7883937663
0.35,800,300,10000,100000,0.7883937662
0.35,800,300,10000,1000000,0.7883937647
0.35,800,300,10000,15000000,0.7883937416
0.35,800,300,10000,20000000,0.7883937333
0.35,800,300,50000,0,0.7883937664
0.35,800,300,50000,10000,0.7883937664
0.35,800,300,50000,50000,0.7883937663
0.35,800,300,50000,100000,0.7883937662
0.35,800,300,50000,1000000,0.7883937647
0.35,800,300,50000,15000000,0.7883937416
0.35,800,300,50000,20000000,0.7883937333
0.35,800,300,100000,0,0.7883937664
0.35,800,300,100000,10000,0.7883937664
0.35,800,300,100000,50000,0.7883937663
0.35,800,300,100000,100000,0.7883937662
0.35,800,300,100000,1000000,0.7883937647
0.35,800,300,100000,15000000,0.7883937416
0.35,800,300,100000,20000000,0.7883937333
0.35,800,300,1000000,0,0.7883937663
0.35,800,300,1000000,10000,0.7883937663
0.35,800,300,1000000,50000,0.7883937662
0.35,800,300,1000000,100000,0.7883937662
0.35,800,300,1000000,1000000,0.7883937647
0.35,800,300,1000000,15000000,0.7883937416
0.35,800,300,1000000,20000000,0.7883937333
0.35,800,300,15000000,0,0.7883937657
0.35,800,300,15000000,10000,0.7883937657
0.35,800,300,15000000,50000,0.7883937656
0.35,800,300,15000000,100000,0.7883937655
0.35,800,300,15000000,1000000,0.788393764
0.35,800,300,15000000,15000000,0.7883937409
0.35,800,300,15000000,20000000,0.7883937326
0.35,800,300,20000000,0,0.7883937654
0.35,800,300,20000000,10000,0.7883937654
0.35,800,300,20000000,50000,0.7883937654
0.35,800,300,20000000,100000,0.7883937653
0.35,800,300,20000000,1000000,0.7883937638
0.35,800,300,20000000,15000000,0.7883937407
0.35,800,300,20000000,20000000,0.7883937324
0.35,800,500,0,0,0.734160095
0.35,800,500,0,10000,0.7287487379
0.35,800,500,0,50000,0.7095639217
0.35,800,500,0,100000,0.6894868846
0.35,800,500,0,1000000,0.5288333508
0.35,800,500,0,15000000,0.3231327491
0.35,800,500,0,20000000,0.3129897606
0.35,800,500,10000,0,0.7338100949
0.35,800,500,10000,10000,0.7284075831
0.35,800,500,10000,50000,0.7092502693
0.35,800,500,10000,100000,0.6891971907
0.35,800,500,10000,1000000,0.5286660762
0.35,800,500,10000,15000000,0.3230479927
0.35,800,500,10000,20000000,0.3129068978
0.35,800,500,50000,0,0.7324152332
0.35,800,500,50000,10000,0.7270478057
0.35,800,500,50000,50000,0.7079996952
0.35,800,500,50000,100000,0.6880418748
0.35,800,500,50000,1000000,0.5279985505
0.35,800,500,50000,15000000,0.3227098142
0.35,800,500,50000,20000000,0.3125762752
0.35,800,500,100000,0,0.7306831051
0.35,800,500,100000,10000,0.7253588765
0.35,800,500,100000,50000,0.7064454823
0.35,800,500,100000,100000,0.6866054558
0.35,800,500,100000,1000000,0.527167662
0.35,800,500,100000,15000000,0.3222889858
0.35,800,500,100000,20000000,0.3121648506
0.35,800,500,1000000,0,0.701488764
0.35,800,500,1000000,10000,0.6968355013
0.35,800,500,1000000,50000,0.6800519307
0.35,800,500,1000000,100000,0.6621165935
0.35,800,500,1000000,1000000,0.5128457253
0.35,800,500,1000000,15000000,0.3150548466
0.35,800,500,1000000,20000000,0.3050926489
0.35,800,500,15000000,0,0.464560408
0.35,800,500,15000000,10000,0.4630575124
0.35,800,500,15000000,50000,0.4572927218
0.35,800,500,15000000,100000,0.4505893538
0.35,800,500,15000000,1000000,0.3795816255
0.35,800,500,15000000,15000000,0.2498624665
0.35,800,500,15000000,20000000,0.2414519401
0.35,800,500,20000000,0,0.422899757
0.35,800,500,20000000,10000,0.4217380564
0.35,800,500,20000000,50000,0.4172581168
0.35,800,500,20000000,100000,0.412003507
0.35,800,500,20000000,1000000,0.3538876554
0.35,800,500,20000000,15000000,0.2379618509
0.35,800,500,20000000,20000000,0.2298741192
0.35,800,700,0,0,0.7046754467
0.35,800,700,0,10000,0.69918896
0.35,800,700,0,50000,0.6794684517
0.35,800,700,0,100000,0.6585661923
0.35,800,700,0,1000000,0.4931085451
0.35,800,700,0,15000000,0.2982750591
0.35,800,700,0,20000000,0.2897247669
0.35,800,700,10000,0,0.7043235651
0.35,800,700,10000,10000,0.6988448744
0.35,800,700,10000,50000,0.6791498574
0.35,800,700,10000,100000,0.6582711397
0.35,800,700,10000,1000000,0.4929413245
0.35,800,700,10000,15000000,0.2981920268
0.35,800,700,10000,20000000,0.2896433404
0.35,800,700,50000,0,0.7029207068
0.35,800,700,50000,10000,0.6974729967
0.35,800,700,50000,50000,0.6778793443
0.35,800,700,50000,100000,0.6570943197
0.35,800,700,50000,1000000,0.4922740626
0.35,800,700,50000,15000000,0.2978607627
0.35,800,700,50000,20000000,0.2893184833
0.35,800,700,100000,0,0.7011775567
0.35,800,700,100000,10000,0.6957681201
0.35,800,700,100000,50000,0.6762998387
0.35,800,700,100000,100000,0.6556308748
0.35,800,700,100000,1000000,0.4914436129
0.35,800,700,100000,15000000,0.2974486196
0.35,800,700,100000,20000000,0.2889143114
0.35,800,700,1000000,0,0.6716422599
0.35,800,700,1000000,10000,0.6668456536
0.35,800,700,1000000,50000,0.6494070851
0.35,800,700,1000000,100000,0.6306450941
0.35,800,700,1000000,1000000,0.4771524062
0.35,800,700,1000000,15000000,0.2903800703
0.35,800,700,1000000,20000000,0.2819825083
0.35,800,700,15000000,0,0.4333085265
0.35,800,700,15000000,10000,0.4317764698
0.35,800,700,15000000,50000,0.425911813
0.35,800,700,15000000,100000,0.4191167376
0.35,800,700,15000000,1000000,0.3489104277
0.35,800,700,15000000,15000000,0.2296208693
0.35,800,700,15000000,20000000,0.2224382397
0.35,800,700,20000000,0,0.3935400652
0.35,800,700,20000000,10000,0.3923717095
0.35,800,700,20000000,50000,0.3878742344
0.35,800,700,20000000,100000,0.3826156932
0.35,800,700,20000000,1000000,0.3257378827
0.35,800,700,20000000,15000000,0.2194908568
0.35,800,700,20000000,20000000,0.2125308459
0.35,800,1000,0,0,0.6685892188
0.35,800,1000,0,10000,0.6630787428
0.35,800,1000,0,50000,0.6430923632
0.35,800,1000,0,100000,0.6217281182
0.35,800,1000,0,1000000,0.4549084955
0.35,800,1000,0,15000000,0.2728644899
0.35,800,1000,0,20000000,0.2657796392
0.35,800,1000,10000,0,0.6682418335
0.35,800,1000,10000,10000,0.6627384574
0.35,800,1000,10000,50000,0.6427761243
0.35,800,1000,10000,100000,0.6214350431
0.35,800,1000,10000,1000000,0.4547463275
0.35,800,1000,10000,15000000,0.2727864266
0.35,800,1000,10000,20000000,0.2657028996
0.35,800,1000,50000,0,0.6668566625
0.35,800,1000,50000,10000,0.6613815349
0.35,800,1000,50000,50000,0.6415149131
0.35,800,1000,50000,100000,0.6202660798
0.35,800,1000,50000,1000000,0.4540993051
0.35,800,1000,50000,15000000,0.2724750494
0.35,800,1000,50000,20000000,0.2653968011
0.35,800,1000,100000,0,0.6651349682
0.35,800,1000,100000,10000,0.6596948147
0.35,800,1000,100000,50000,0.639946774
0.35,800,1000,100000,100000,0.6188123426
0.35,800,1000,100000,1000000,0.4532942214
0.35,800,1000,100000,15000000,0.2720877883
0.35,800,1000,100000,20000000,0.2650161029
0.35,800,1000,1000000,0,0.6358894408
0.35,800,1000,1000000,10000,0.6310207086
0.35,800,1000,1000000,50000,0.6132232793
0.35,800,1000,1000000,100000,0.5939888319
0.35,800,1000,1000000,1000000,0.4394723032
0.35,800,1000,1000000,15000000,0.2654711602
0.35,800,1000,1000000,20000000,0.2585111958
0.35,800,1000,15000000,0,0.4025454855
0.35,800,1000,15000000,10000,0.4010109838
0.35,800,1000,15000000,50000,0.3951491971
0.35,800,1000,15000000,100000,0.3883821927
0.35,800,1000,15000000,1000000,0.3201410653
0.35,800,1000,15000000,15000000,0.2116552569
0.35,800,1000,15000000,20000000,0.2055660706
0.35,800,1000,20000000,0,0.36562283
0.35,800,1000,20000000,10000,0.3644672944
0.35,800,1000,20000000,50000,0.3600273294
0.35,800,1000,20000000,100000,0.3548525908
0.35,800,1000,20000000,1000000,0.3000751915
0.35,800,1000,20000000,15000000,0.203629239
0.35,800,1000,20000000,20000000,0.1976608515
0.35,800,1500,0,0,0.6213956116
0.35,800,1500,0,10000,0.6159627818
0.35,800,1500,0,50000,0.5961845506
0.35,800,1500,0,100000,0.5749910685
0.35,800,1500,0,1000000,0.4121587403
0.35,800,1500,0,15000000,0.2449206623
0.35,800,1500,0,20000000,0.2391721284
0.35,800,1500,10000,0,0.621064151
0.35,800,1500,10000,10000,0.6156380065
0.35,800,1500,10000,50000,0.5958828115
0.35,800,1500,10000,100000,0.5747119404
0.35,800,1500,10000,1000000,0.4120083708
0.35,800,1500,10000,15000000,0.2448525193
0.35,800,1500,10000,20000000,0.2391050893
0.35,800,1500,50000,0,0.6197424947
0.35,800,1500,50000,10000,0.6143429621
0.35,800,1500,50000,50000,0.5946794917
0.35,800,1500,50000,100000,0.5735986893
0.35,800,1500,50000,1000000,0.4114085563
0.35,800,1500,50000,15000000,0.2445808305
0.35,800,1500,50000,20000000,0.2388377996
0.35,800,1500,100000,0,0.6180997828
0.35,800,1500,100000,10000,0.6127332272
0.35,800,1500,100000,50000,0.593183475
0.35,800,1500,100000,100000,0.57221442
0.35,800,1500,100000,1000000,0.4106625096
0.35,800,1500,100000,15000000,0.2442431939
0.35,800,1500,100000,20000000,0.2385056238
0.35,800,1500,1000000,0,0.5902031782
0.35,800,1500,1000000,10000,0.5853800268
0.35,800,1500,1000000,50000,0.5677131219
0.35,800,1500,1000000,100000,0.5486078333
0.35,800,1500,1000000,1000000,0.3979037209
0.35,800,1500,1000000,15000000,0.2385175791
0.35,800,1500,1000000,20000000,0.2328714941
0.35,800,1500,15000000,0,0.3711342281
0.35,800,1500,15000000,10000,0.3696337601
0.35,800,1500,15000000,50000,0.3639138143
0.35,800,1500,15000000,100000,0.3573341875
0.35,800,1500,15000000,1000000,0.2924352137
0.35,800,1500,15000000,15000000,0.1952343903
0.35,800,1500,15000000,20000000,0.1901311871
0.35,800,1500,20000000,0,0.3382442713
0.35,800,1500,20000000,10000,0.3371261842
0.35,800,1500,20000000,50000,0.3328378822
0.35,800,1500,20000000,100000,0.3278554941
0.35,800,1500,20000000,1000000,0.2761503563
0.35,800,1500,20000000,15000000,0.1897298172
0.35,800,1500,20000000,20000000,0.1846448288
0.4,400,200,0,0,0.8022727837
0.4,400,200,0,10000,0.8022727836
0.4,400,200,0,50000,0.8022727834
0.4,400,200,0,100000,0.802272783
0.4,400,200,0,1000000,0.8022727766
0.4,400,200,0,15000000,0.8022726763
0.4,400,200,0,20000000,0.8022726405
0.4,400,200,10000,0,0.8022727837
0.4,400,200,10000,10000,0.8022727836
0.4,400,200,10000,50000,0.8022727834
0.4,400,200,10000,100000,0.802272783
0.4,400,200,10000,1000000,0.8022727765
0.4,400,200,10000,15000000,0.8022726763
0.4,400,200,10000,20000000,0.8022726405
0.4,400,200,50000,0,0.8022727837
0.4,400,200,50000,10000,0.8022727836
0.4,400,200,50000,50000,0.8022727833
0.4,400,200,50000,100000,0.802272783
0.4,400,200,50000,1000000,0.8022727765
0.4,400,200,50000,15000000,0.8022726763
0.4,400,200,50000,20000000,0.8022726405
0.4,400,200,100000,0,0.8022727837
0.4,400,200,100000,10000,0.8022727836
0.4,400,200,100000,50000,0.8022727833
0.4,400,200,100000,100000,0.802272783
0.4,400,200,100000,1000000,0.8022727765
0.4,400,200,100000,15000000,0.8022726763
0.4,400,200,100000,20000000,0.8022726405
0.4,400,200,1000000,0,0.8022727835
0.4,400,200,1000000,10000,0.8022727834
0.4,400,200,1000000,50000,0.8022727831
0.4,400,200,1000000,100000,0.8022727828
0.4,400,200,1000000,1000000,0.8022727763
0.4,400,200,1000000,15000000,0.8022726761
0.4,400,200,1000000,20000000,0.8022726403
0.4,400,200,15000000,0,0.8022727807
0.4,400,200,15000000,10000,0.8022727806
0.4,400,200,15000000,50000,0.8022727803
0.4,400,200,15000000,100000,0.80227278
0.4,400,200,15000000,1000000,0.8022727735
0.4,400,200,15000000,15000000,0.8022726733
0.4,400,200,15000000,20000000,0.8022726375
0.4,400,200,20000000,0,0.8022727797
0.4,400,200,20000000,10000,0.8022727796
0.4,400,200,20000000,50000,0.8022727793
0.4,400,200,20000000,100000,0.8022727789
0.4,400,200,20000000,1000000,0.8022727725
0.4,400,200,20000000,15000000,0.8022726723
0.4,400,200,20000000,20000000,0.8022726365
0.4,400,300,0,0,0.7838113847
0.4,400,300,0,10000,0.7838113847
0.4,400,300,0,50000,0.7838113846
0.4,400,300,0,100000,0.7838113845
0.4,400,300,0,1000000,0.7838113829
0.4,400,300,0,15000000,0.7838113587
0.4,400,300,0,20000000,0.78381135
0.4,400,300,10000,0,0.7838113847
0.4,400,300,10000,10000,0.7838113847
0.4,400,300,10000,50000,0.7838113846
0.4,400,300,10000,100000,0.7838113845
0.4,400,300,10000,1000000,0.7838113829
0.4,400,300,10000,15000000,0.7838113587
0.4,400,300,10000,20000000,0.78381135
0.4,400,300,50000,0,0.7838113847
0.4,400,300,50000,10000,0.7838113847
0.4,400,300,50000,50000,0.7838113846
0.4,400,300,50000,100000,0.7838113845
0.4,400,300,50000,1000000,0.7838113829
0.4,400,300,50000,15000000,0.7838113587
0.4,400,300,50000,20000000,0.78381135
0.4,400,300,100000,0,0.7838113847
0.4,400,300,100000,10000,0.7838113847
0.4,400,300,100000,50000,0.7838113846
0.4,400,300,100000,100000,0.7838113845
0.4,400,300,100000,1000000,0.7838113829
0.4,400,300,100000,15000000,0.7838113587
0.4,400,300,100000,20000000,0.78381135
0.4,400,300,1000000,0,0.7838113846
0.4,400,300,1000000,10000,0.7838113846
0.4,400,300,1000000,50000,0.7838113845
0.4,400,300,1000000,100000,0.7838113845
0.4,400,300,1000000,1000000,0.7838113829
0.4,400,300,1000000,15000000,0.7838113586
0.4,400,300,1000000,20000000,0.78381135
0.4,400,300,15000000,0,0.7838113839
0.4,400,300,15000000,10000,0.7838113839
0.4,400,300,15000000,50000,0.7838113839
0.4,400,300,15000000,100000,0.7838113838
0.4,400,300,15000000,1000000,0.7838113822
0.4,400,300,15000000,15000000,0.7838113579
0.4,400,300,15000000,20000000,0.7838113493
0.4,400,300,20000000,0,0.7838113837
0.4,400,300,20000000,10000,0.7838113837
0.4,400,300,20000000,50000,0.7838113836
0.4,400,300,20000000,100000,0.7838113835
0.4,400,300,20000000,1000000,0.783811382
0.4,400,300,20000000,15000000,0.7838113577
0.4,400,300,20000000,20000000,0.783811349
0.4,400,500,0,0,0.6899469407
0.4,400,500,0,10000,0.6871497372
0.4,400,500,0,50000,0.6765244946
0.4,400,500,0,100000,0.6643499629
0.4,400,500,0,1000000,0.5395648198
0.4,400,500,0,15000000,0.3195176703
0.4,400,500,0,20000000,0.3062553858
0.4,400,500,10000,0,0.6897617562
0.4,400,500,10000,10000,0.6869663777
0.4,400,500,10000,50000,0.6763478135
0.4,400,500,10000,100000,0.6641804781
0.4,400,500,10000,1000000,0.5394510313
0.4,400,500,10000,15000000,0.3194640499
0.4,400,500,10000,20000000,0.3062039013
0.4,400,500,50000,0,0.6890221849
0.4,400,500,50000,10000,0.6862340865
0.4,400,500,50000,50000,0.6756421661
0.4,400,500,50000,100000,0.6635035459
0.4,400,500,50000,1000000,0.5389964747
0.4,400,500,50000,15000000,0.3192498677
0.4,400,500,50000,20000000,0.3059982538
0.4,400,500,100000,0,0.6881003365
0.4,400,500,100000,10000,0.6853212939
0.4,400,500,100000,50000,0.6747625225
0.4,400,500,100000,100000,0.6626596394
0.4,400,500,100000,1000000,0.5384296192
0.4,400,500,100000,15000000,0.3189828111
0.4,400,500,100000,20000000,0.3057418468
0.4,400,500,1000000,0,0.6719884579
0.4,400,500,1000000,10000,0.6693644037
0.4,400,500,1000000,50000,0.659374088
0.4,400,500,1000000,100000,0.6478859474
0.4,400,500,1000000,1000000,0.528474382
0.4,400,500,1000000,15000000,0.3142999149
0.4,400,500,1000000,20000000,0.3012471142
0.4,400,500,15000000,0,0.5009610017
0.4,400,500,15000000,10000,0.4996515816
0.4,400,500,15000000,50000,0.4945747142
0.4,400,500,15000000,100000,0.4885633831
0.4,400,500,15000000,1000000,0.4174161417
0.4,400,500,15000000,15000000,0.2630660004
0.4,400,500,15000000,20000000,0.2522695674
0.4,400,500,20000000,0,0.4624161331
0.4,400,500,20000000,10000,0.4613347283
0.4,400,500,20000000,50000,0.4571280873
0.4,400,500,20000000,100000,0.4521199473
0.4,400,500,20000000,1000000,0.391114411
0.4,400,500,20000000,15000000,0.2512701457
0.4,400,500,20000000,20000000,0.2410553608
0.4,400,700,0,0,0.6494935202
0.4,400,700,0,10000,0.6467401279
0.4,400,700,0,50000,0.6362550375
0.4,400,700,0,100000,0.6242037033
0.4,400,700,0,1000000,0.5012298916
0.4,400,700,0,15000000,0.2927591989
0.4,400,700,0,20000000,0.2809047905
0.4,400,700,10000,0,0.6493149444
0.4,400,700,10000,10000,0.6465632613
0.4,400,700,10000,50000,0.6360844908
0.4,400,700,10000,100000,0.624040068
0.4,400,700,10000,1000000,0.5011210088
0.4,400,700,10000,15000000,0.2927093651
0.4,400,700,10000,20000000,0.2808569847
0.4,400,700,50000,0,0.6486017642
0.4,400,700,50000,10000,0.6458569017
0.4,400,700,50000,50000,0.6354033509
0.4,400,700,50000,100000,0.6233865117
0.4,400,700,50000,1000000,0.500686078
0.4,400,700,50000,15000000,0.2925103384
0.4,400,700,50000,20000000,0.2806660616
0.4,400,700,100000,0,0.6477128086
0.4,400,700,100000,10000,0.6449764344
0.4,400,700,100000,50000,0.6345542742
0.4,400,700,100000,100000,0.6225717753
0.4,400,700,100000,1000000,0.5001437604
0.4,400,700,100000,15000000,0.2922622466
0.4,400,700,100000,20000000,0.2804280798
0.4,400,700,1000000,0,0.6321754275
0.4,400,700,1000000,10000,0.6295850513
0.4,400,700,1000000,50000,0.6197035265
0.4,400,700,1000000,100000,0.6083137554
0.4,400,700,1000000,1000000,0.4906306779
0.4,400,700,1000000,15000000,0.2879237643
0.4,400,700,1000000,20000000,0.27626795
0.4,400,700,15000000,0,0.4677886106
0.4,400,700,15000000,10000,0.4664880169
0.4,400,700,15000000,50000,0.4614492608
0.4,400,700,15000000,100000,0.4554918971
0.4,400,700,15000000,1000000,0.3859158442
0.4,400,700,15000000,15000000,0.2417404079
0.4,400,700,15000000,20000000,0.232174756
0.4,400,700,20000000,0,0.431201487
0.4,400,700,20000000,10000,0.4301316291
0.4,400,700,20000000,50000,0.4259736831
0.4,400,700,20000000,100000,0.4210316904
0.4,400,700,20000000,1000000,0.3616235698
0.4,400,700,20000000,15000000,0.2314894077
0.4,400,700,20000000,20000000,0.2224440774
0.4,400,1000,0,0,0.6015603214
0.4,400,1000,0,10000,0.5989032993
0.4,400,1000,0,50000,0.5887866339
0.4,400,1000,0,100000,0.5771682966
0.4,400,1000,0,1000000,0.4600200535
0.4,400,1000,0,15000000,0.2652275741
0.4,400,1000,0,20000000,0.254633718
0.4,400,1000,10000,0,0.6013933777
0.4,400,1000,10000,10000,0.5987379927
0.4,400,1000,10000,50000,0.5886273859
0.4,400,1000,10000,100000,0.5770156726
0.4,400,1000,10000,1000000,0.4599187481
0.4,400,1000,10000,15000000,0.2651829202
0.4,400,1000,10000,20000000,0.254591061
0.4,400,1000,50000,0,0.6007267146
0.4,400,1000,50000,10000,0.5980778619
0.4,400,1000,50000,50000,0.587991431
0.4,400,1000,50000,100000,0.5764061529
0.4,400,1000,50000,1000000,0.4595141497
0.4,400,1000,50000,15000000,0.2650046498
0.4,400,1000,50000,20000000,0.2544207679
0.4,400,1000,100000,0,0.599895877
0.4,400,1000,100000,10000,0.5972551534
0.4,400,1000,100000,50000,0.5871988116
0.4,400,1000,100000,100000,0.5756464415
0.4,400,1000,100000,1000000,0.4590097989
0.4,400,1000,100000,15000000,0.2647825845
0.4,400,1000,100000,20000000,0.2542086514
0.4,400,1000,1000000,0,0.5853960666
0.4,400,1000,1000000,10000,0.5828950804
0.4,400,1000,1000000,50000,0.5733566252
0.4,400,1000,1000000,100000,0.5623719151
0.4,400,1000,1000000,1000000,0.4501866371
0.4,400,1000,1000000,15000000,0.2609246286
0.4,400,1000,1000000,20000000,0.2505255304
0.4,400,1000,15000000,0,0.4331278674
0.4,400,1000,15000000,10000,0.4318684319
0.4,400,1000,15000000,50000,0.4269932886
0.4,400,1000,15000000,100000,0.4212383897
0.4,400,1000,15000000,1000000,0.3548002773
0.4,400,1000,15000000,15000000,0.221618213
0.4,400,1000,15000000,20000000,0.213177945
0.4,400,1000,20000000,0,0.3995585195
0.4,400,1000,20000000,10000,0.3985245086
0.4,400,1000,20000000,50000,0.394509464
0.4,400,1000,20000000,100000,0.3897449315
0.4,400,1000,20000000,1000000,0.3331191429
0.4,400,1000,20000000,15000000,0.2132670337
0.4,400,1000,20000000,20000000,0.2052868012
0.4,400,1500,0,0,0.5427388147
0.4,400,1500,0,10000,0.5402815551
0.4,400,1500,0,50000,0.5309558801
0.4,400,1500,0,100000,0.5203045697
0.4,400,1500,0,1000000,0.4143983037
0.4,400,1500,0,15000000,0.2351761494
0.4,400,1500,0,20000000,0.2257256289
0.4,400,1500,10000,0,0.5425904588
0.4,400,1500,10000,10000,0.5401347081
0.4,400,1500,10000,50000,0.5308145432
0.4,400,1500,10000,100000,0.5201691095
0.4,400,1500,10000,1000000,0.4143049789
0.4,400,1500,10000,15000000,0.2351367404
0.4,400,1500,10000,20000000,0.2256883546
0.4,400,1500,50000,0,0.5419981899
0.4,400,1500,50000,10000,0.539548458
0.4,400,1500,50000,50000,0.5302502762
0.4,400,1500,50000,100000,0.519628293
0.4,400,1500,50000,1000000,0.4139324723
0.4,400,1500,50000,15000000,0.2349796338
0.4,400,1500,50000,20000000,0.2255397718
0.4,400,1500,100000,0,0.5412604325
0.4,400,1500,100000,10000,0.5388181872
0.4,400,1500,100000,50000,0.5295473551
0.4,400,1500,100000,100000,0.5189545588
0.4,400,1500,100000,1000000,0.413468607
0.4,400,1500,100000,15000000,0.2347844268
0.4,400,1500,100000,20000000,0.2253551862
0.4,400,1500,1000000,0,0.5284388282
0.4,400,1500,1000000,10000,0.5261247311
0.4,400,1500,1000000,50000,0.5173230186
0.4,400,1500,1000000,100000,0.5072329595
0.4,400,1500,1000000,1000000,0.4054287862
0.4,400,1500,1000000,15000000,0.2314703752
0.4,400,1500,1000000,20000000,0.2222262033
0.4,400,1500,15000000,0,0.3949172067
0.4,400,1500,15000000,10000,0.3937351437
0.4,400,1500,15000000,50000,0.3891638956
0.4,400,1500,15000000,100000,0.3837768011
0.4,400,1500,15000000,1000000,0.3221656031
0.4,400,1500,15000000,15000000,0.2012388706
0.4,400,1500,15000000,20000000,0.1938833261
0.4,400,1500,20000000,0,0.3656131894
0.4,400,1500,20000000,10000,0.3646416014
0.4,400,1500,20000000,50000,0.3608723945
0.4,400,1500,20000000,100000,0.3564067339
0.4,400,1500,20000000,1000000,0.3038430933
0.4,400,1500,20000000,15000000,0.1952952764
0.4,400,1500,20000000,20000000,0.1883356869
0.4,500,200,0,0,0.8022727837
0.4,500,200,0,10000,0.8022727836
0.4,500,200,0,50000,0.8022727834
0.4,500,200,0,100000,0.802272783
0.4,500,200,0,1000000,0.8022727766
0.4,500,200,0,15000000,0.8022726763
0.4,500,200,0,20000000,0.8022726405
0.4,500,200,10000,0,0.8022727837
0.4,500,200,10000,10000,0.8022727836
0.4,500,200,10000,50000,0.8022727834
0.4,500,200,10000,100000,0.802272783
0.4,500,200,10000,1000000,0.8022727765
0.4,500,200,10000,15000000,0.8022726763
0.4,500,200,10000,20000000,0.8022726405
0.4,500,200,50000,0,0.8022727837
0.4,500,200,50000,10000,0.8022727836
0.4,500,200,50000,50000,0.8022727833
0.4,500,200,50000,100000,0.802272783
0.4,500,200,50000,1000000,0.8022727765
0.4,500,200,50000,15000000,0.8022726763
0.4,500,200,50000,20000000,0.8022726405
0.4,500,200,100000,0,0.8022727837
0.4,500,200,100000,10000,0.8022727836
0.4,500,200,100000,50000,0.8022727833
0.4,500,200,100000,100000,0.802272783
0.4,500,200,100000,1000000,0.8022727765
0.4,500,200,100000,15000000,0.8022726763
0.4,500,200,100000,20000000,0.8022726405
0.4,500,200,1000000,0,0.8022727835
0.4,500,200,1000000,10000,0.8022727834
0.4,500,200,1000000,50000,0.8022727832
0.4,500,200,1000000,100000,0.8022727828
0.4,500,200,1000000,1000000,0.8022727763
0.4,500,200,1000000,15000000,0.8022726761
0.4,500,200,1000000,20000000,0.8022726403
0.4,500,200,15000000,0,0.8022727807
0.4,500,200,15000000,10000,0.8022727806
0.4,500,200,15000000,50000,0.8022727803
0.4,500,200,15000000,100000,0.80227278
0.4,500,200,15000000,1000000,0.8022727735
0.4,500,200,15000000,15000000,0.8022726733
0.4,500,200,15000000,20000000,0.8022726375
0.4,500,200,20000000,0,0.8022727797
0.4,500,200,20000000,10000,0.8022727796
0.4,500,200,20000000,50000,0.8022727793
